"event_id","event_name","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"69831802","Deconstructing Y! Axis Front End",1340672400000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"32502572","September Bayjax: Webkit UI performance, Angular.js",1316219400000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"11258377","September Bayjax",1252459800000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"13308905","Cinco de  Node.js",1273105800000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"13740808","Bayjax on Accessibility ",1276648200000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"5557678","Live DJ and Dancing at Catalyst Cocktails (SOMA)",1175133600000,37.775463,-122.40288,"Catalyst Cocktails","San Francisco"
"5666025","Sexy Flaming Bowls of Monkeys at LINGBA",1177207200000,37.77,-122.400002,"Lingba Restaurant and Lounge","San Francisco"
"9923088","SBAY: XI. Be A Powerful Universal Servant, Universal Service Workshop Series",1238119200000,37.2343,-121.87351,"Sheila's","San Jose"
"51381732","Bay Area Beagles May Meetup #1 Danville",1336244400000,37.838788,-122.01848,"Hap Magee Park","Danville"
"94474302","ANNUAL MISTLETOE MADNESS HOLIDAY PARTY - Toy Drive, Cocktails & Dancing",1356238800000,37.820595,-121.9982,"Amber Bistro","Danville"
"44613162","ANNUAL MISTLETOE MADNESS HOLIDAY PARTY - Toy Drive, Cocktails & Dancing",1324702800000,37.820595,-121.9982,"Amber Bistro","Danville"
"5841697","Paris, Je T'Aime: Crepes, Cinema, Cafe",1181262600000,37.787754,-122.438232,"Long Bar -> Clay Theatre","San Francisco"
"46465022","Lunch Bunch",1326225600000,37.540001,-122.029999,"Red Robin","Newark"
"10969999","Dance Capoeira dance class",1249612200000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"10639619","Dance Capoeira dance class",1245378600000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"10970004","Dance Capoeira dance class",1.250217e+12,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"10639664","Dance Capoeira dance class",1245983400000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"10970015","Dance Capoeira dance class",1251426600000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"10970010","Dance Capoeira dance class",1250821800000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"10969991","Dance Capoeira dance class",1249007400000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"11164058","Dance Capoeira dance class",1252031400000,32.745316,-117.19048,"Culture Shock Dance Center","San Diego"
"5908916","Dinner Party at Foreign Cinema",1185157800000,37.756302,-122.418861,"Foriegn Cinema","San Francisco"
"5898765","The Match Game : Ages 25-40 (Women RSVP Here)",1183516200000,37.771957,-122.41392,"The Public","San Francisco"
"12842265","Mission Cliffs - Gym Meetup (All Levels)",1271298600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"81387282","Mission Cliffs - Gym Meetup",1.347588e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyqdbtb","Mission Cliffs - Gym Meetup (All Levels)",1.329363e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"71351742","Regular Climbing at PG SF or Mission Cliffs - Weekends",1.341774e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyplbpc","Mission Cliffs - Gym Meetup (All Levels)",1314844200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"6063619","Mission Cliffs - Gym Meetup (All Levels)",1187229600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyqdbcb","Mission Cliffs - Gym Meetup (All Levels)",1328153400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"5944364","TUESDAY TWILIGHT:  DIABLO FOOTHILLS: CASTLE ROCK",1184722200000,37.394814,-122.009453,"Kathleen and Ron's house","Sunnyvale"
"18109211","$9 movie - ""Pirates of the Caribbean: On Stranger Tides"" in 3D",1306108800000,37.287052,-121.94652,"Aqui Cal-Mex Grill","Campbell"
"68006112","Performance and Fault Tolerance for the Netflix API",1340924400000,37.783985,-122.401314,"Moscone Center","San Francisco"
"11853769","Simple Applications in the Cloud",1258592400000,37.783985,-122.401314,"Moscone Center","San Francisco"
"6092117","Element Lounge Dance Party",1189130400000,37.790001,-122.419998,"Element Lounge","San Francisco"
"15854611","Bay Area Beagles February Meetup #1 Mountain View",1297022400000,37.43257,-122.08328,"Mountain View Dog Park","Mountain View"
"6102231","Onyx Kickoff Bowling Party at Redwood Lanes",1188010800000,37.472786,-122.216835,"Redwood Lanes","Redwood City"
"11902064","Free Screening: Autumn Gem",1259635500000,37.437786,-122.16574,"Cubberley Auditorium at Stanford","Stanford"
"13492535","Women Without Men - Free Screening + Panel Discussion with the Filmmakers",1275613200000,37.437786,-122.16574,"Cubberley Auditorium at Stanford","Stanford"
"15854587","Bay Area Beagles January Meetup #2 San Bruno",1295726400000,37.63104,-122.42695,"Commodore Park","San Bruno"
"6289966","Onyx Brunch/Lunch @ Country Gourmet",1190577600000,37.395832,-122.10188,"Country Gourmet","Mountain View"
"6239292","Onyx Lunch @ Country Gourmet",1188763200000,37.395832,-122.10188,"Country Gourmet","Mountain View"
"6257663","Happy Hour at Lukas",1188613800000,37.810001,-122.269997,"Lukas","Oakland"
"6257693","Dinner at Karma Kitchen",1188698400000,37.815533,-122.26809,"Karma Kitchen at Namaste Restaraunt","Oakland"
"6289955","Power Lunch with NSBE (Jennifer's Event)",1189190700000,37.349998,-121.959999,"Athena Grill","Santa Clara"
"15339990","Pinnacles Climbing and Camping",1296920700000,36.522881,-121.16272,"Pinnacles National Monument","Paicines"
"6331144","Slow Mountain Bike Ride",1189730700000,37.869999,-122.269997,"Brook rd","Berkeley"
"30508581","Happy Hour @ City Beach starting at 7:00pm this Saturday (08-27-11)",1314496800000,37.50773,-121.95556,"City Beach Fremont","Fremont"
"qcthncyqlbcb","Wednesday night Paddle!",1.343871e+12,37.560481,-122.292096,"Parkside Aquatic Park","San Mateo"
"6433924","Halloween Quiz Dates!!!",1193794200000,37.799999,-122.400002,"Elephant and Castle","San Francisco"
"6472418","Power Lunch with NSBE (Jennifer's Event) ",1191609900000,37.394264,-122.07865,"Pasta?","Mountain View"
"7304157","Wine Tasting at Shooting Gallery** February 28th!",1204257600000,37.785805,-122.41806,"Shooting Gallery","San Francisco"
"7285675","Wine Tasting at Shooting Gallery** February 28th!",1204257600000,37.785805,-122.41806,"Shooting Gallery","San Francisco"
"13005856","Monica's Magical & Enchanting Hike/ Bike to Fall Creek",1270916100000,37.257187,-122.034515,"Blue Rock Shoot","Saratoga"
"6535277","East Bay Singles Party",1194404400000,37.82,-122.230003,"McNally's Irish Pub","Oakland"
"9319093","Virality with Facebook Connect - Jan Facebook Meetup",1233109800000,37.398296,-122.05287,"AOL","Mountain View"
"7980470","Facebook Application Development June Meeting",1.213839e+12,37.398296,-122.05287,"AOL","Mountain View"
"8349203","Social Ads with Facebook and AOL at August Meetup",1219109400000,37.398296,-122.05287,"AOL","Mountain View"
"7328463","Facebook Application Development March Meeting",1205976600000,37.398296,-122.05287,"AOL","Mountain View"
"14281183","Super Panel on Influence!",1282699800000,37.420097,-122.0969,"Samovar Conference Hall","Mountain View"
"8366703","Ethiopian Dinner @ Enssaro [Oakland] [Monica's Event]",1217383200000,37.808895,-122.25526,"Ensarro","Oakland"
"93893032","Bay Area Beagles January Meetup #1 Foster City",1358107200000,37.556553,-122.260696,"Foster City Dog Park","San Mateo"
"16967039","Semantic Demo Session - Zite, Topicmarks and Diffbot!",1302053400000,37.78616,-122.397171,"CBS Interactive","San Francisco"
"6596144","NSBE General Body Meeting: Financial Seminar",1193504400000,37.35273,-121.93818,"Santa Clara University","Santa Clara"
"6603455","NAACP E-Race Racism Run & Post Run Social!",1196528400000,37.330002,-121.790001,"Lake Cunningham Park","San Jose"
"6665615","Young Single Professionals Dinner Dance",1195963200000,37.452747,-122.114784,"Bay Cafe & Deli","Palo Alto"
"6675220","Holiday Wine Tasting Party",1196479800000,37.779999,-122.419998,"Etiquette Lounge","San Francisco"
"14885565","Pigeon Point Lighthouse Annual Lighting Nov 13",1289687400000,37.182339,-122.393837,"Pigeon Point Light Station SHP","Pescadero"
"jhccqypmbkb","Illusions / 106 MILES in Palo Alto",1315443600000,37.427889,-122.144009,"Club Illusion ","Palo Alto"
"6717782","Pacifica Singles Party",1196996400000,37.63388,-122.4921,"Seahorse Saloon","Pacifica"
"39885432","Asset Protection For Real Estate Investors",1328842800000,37.40182,-122.098206,"Mountain View Community Center","Mountain View"
"29398231","Techniques for Optimizing & Accelerating Your Investments",1327028400000,37.40182,-122.098206,"Mountain View Community Center","Mountain View"
"58938642","Step by Step Investing Safely in Residential Real Estate. & Special Software",1339120800000,37.40182,-122.098206,"Mountain View Community Center","Mountain View"
"29399031","Year-End Event: Learn From Your Peers: A Panel of Investors",1323399600000,37.40182,-122.098206,"Mountain View Community Center","Mountain View"
"6898202","Facebook Application Development February Meetup",1202956200000,37.42311,-122.08178,"Google Campus","Mountain View"
"39583842","Holiday Mixer at Google",1.323396e+12,37.421761,-122.084373,"Google ","Mountain View"
"6742644","Attention Onyx Engineers & IT Professionals: Google Townhall Meeting  ",1.196388e+12,37.421761,-122.084373,"Google ","Mountain View"
"6613250","Silicon Valley Amazon Web Services Meetup November Meetup",1196305200000,37.563812,-122.32482,"AdMob","San Mateo"
"7333129","OpenSocial & Facebook App Development",1.205892e+12,37.45911,-122.14233,"DLA ","Palo Alto"
"12553959","Facebook and OpenSocial Application Development Meetup",1.267497e+12,37.45911,-122.14233,"DLA ","Palo Alto"
"7997203","Facebook & OpenSocial Application Development",1216776600000,37.45911,-122.14233,"DLA ","Palo Alto"
"10577290","Facebook and OpenSocial Application Development Meetup",1246325400000,37.45911,-122.14233,"DLA ","Palo Alto"
"7578435","Facebook & OpenSocial Application Development",1209002400000,37.45911,-122.14233,"DLA ","Palo Alto"
"13556520","Facebook & Casual Games Meetup",1276738200000,37.45911,-122.14233,"DLA ","Palo Alto"
"6788391","Christmas Art and Wine Tasting Party",1198380600000,37.781612,-122.411125,"California Modern Art Gallery","San Francisco"
"11622387","Wendy's East Bay Dinner then free REI packing clinic",1256776200000,37.970917,-122.05543,"Claim Jumper Restaurant","Concord"
"13294776","SFIFF: Bodyguards & Assassins @ The Castro",1272849300000,37.762012,-122.434692,"Castro Theatre","San Francisco"
"12313133","Noir City: Gloria Grahame Tribute",1264908600000,37.762012,-122.434692,"Castro Theatre","San Francisco"
"6770755","Onyx-AAiC Kwanzaa Celebration ",1199068200000,37.323822,-122.04636,"The Glenbrook Social Center","Cupertino"
"7235573","Use Facebook for Business and Personal Success",1.203471e+12,37.391285,-122.08062,"Fenwick & West (Silicon Valley Center)","Mountain View"
"6895350","Singles New Years Resolutions Party",1199665800000,37.609932,-122.41652,"Kincaids Restaurant","Burlingame"
"7569755","Spring Night Delight Singles Dance, Apr 5",1207450800000,37.8,-122.4,"Sinbads Restaurant","San Francisco"
"9689128","Alternative Date: Waltz With Bashir @ CineArts Palo Alto",1234140300000,37.422012,-122.140205,"CineArts","Palo Alto"
"6933436","3 Free Single Travel Parties - North Bay, South Bay, East Bay",1.199574e+12,37.376953,-122.03008,"Tarragon Restaurant","Sunnyvale"
"6948066","Wine Tasting and Jazz at Savvy Cellar in Redwood City",1200193200000,37.48659,-122.227234,"Savvy Cellar","Redwood City"
"6948134","One Brick Volunteering: RAFT: Sorting for Schools (South Bay)",1200763800000,37.38262,-121.99766,"RAFT","Sunnyvale"
"87179832","Ken's FRIDAY RIDE to Tommy's Joynt  S.F.",1351267200000,37.78569,-122.42132,"Tommy's Joynt","San Francisco"
"6772663","How to Boost Traffic & Turbo Charge Your Blog in 2008 - A Must of Every Blogger",1199849400000,37.79971,-122.43771,"Amici's East Coast Pizzeria","San Francisco"
"8341653","Cash Flow Magic Night in Milpitas!",1216949400000,37.434235,-121.88381,"Omega Restaurant","Milpitas"
"7073335","First (under new management) Web 2.0 Mapping and Social Network of 2008!",1203476400000,37.478172,-122.18584,"Sonnenschein Nath & Rosenthal","Menlo Park"
"7079219","Web 2.0 Mapping and Social Networks Group February Meetup",1203476400000,37.478172,-122.18584,"Sonnenschein Nath & Rosenthal","Menlo Park"
"qtwlncyqgbnc","[Campbell] Track Speed Workout: Straight - Aways",1335834900000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"45155532","Track Workout:  Pyramid, Option 1",1326161700000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"drjwlcyqdblb","[CAMPBELL]  Free Boot Camp at Campbell TRACK",1328753700000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"drjwlcyqdbdc","[CAMPBELL]  Free Boot Camp at Campbell TRACK",1329963300000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"qgcfmcyqdbjb","[Campbell] Track Speed Workout - 800m repeats",1328580900000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"qtwlncyqfbzb","[Campbell] Track Speed Workout: Descending 400s",1332206100000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"qgcfmcyqcbfc","Track Workout:  Pyramid, Option 2",1327371300000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"qtwlncyqfbhb","[Campbell] Track Speed Workout: Train Run",1331000100000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"qtwlncyqgbdb","[Campbell] Track Speed Workout: Mile Repeats",1333415700000,37.287747,-121.952065,"Campbell Community Center","Campbell"
"72258132","NIJO CASTLE (LET'S WATCH SOME CHEF'S DO SOME TRICKS)",1344650400000,37.52196,-121.99255,"Nijo Castle","Newark"
"96188732","NIJO CASTLE (LET'S WATCH SOME CHEF'S DO SOME TRICKS)",1362193200000,37.52196,-121.99255,"Nijo Castle","Newark"
"14069828","Hot Summer Speed Dating and Dance Party (Chinese Qipao Night)",1280023200000,37.398464,-122.011955,"LION & COMPASS","Sunnyvale"
"13550786","Asian/American Singles Summer Speed Dating and Dance Party",1276914600000,37.398464,-122.011955,"LION & COMPASS","Sunnyvale"
"14533117","The Largest Asian/American Speed Dating and Dance Party",1284256800000,37.398464,-122.011955,"LION & COMPASS","Sunnyvale"
"97538072","Seven Gifts of Druidry - Second Gift:  Connecting with Nature",1359082800000,37.35,-121.88,"Center For Creative Living","San Jose"
"12363333","June 16 FB meetup: Playdom and Kissmetrics: Metrics, Games and Facebook",1276738200000,37.45911,-122.14233,"DLA Piper","Palo Alto"
"12363301","March 1: Joint event w/FB OpenSocial Meetup - Blake Commagere keynote",1.267497e+12,37.45911,-122.14233,"DLA Piper","Palo Alto"
"9005966","Pranic Healing Clinic - San Jose",1225331100000,37.302338,-121.94988,"Sonny's Conference Room","San Jose"
"10402823","Pranic Healing Clinic - San Jose",1242870300000,37.302338,-121.94988,"Sonny's Conference Room","San Jose"
"8489615","Pranic Healing Clinic - San Jose",1221097500000,37.302338,-121.94988,"Sonny's Conference Room","San Jose"
"11870590","GROOVE DOCTORS @ MAIN STREET BREWERY PLEASANTON",1259465400000,37.664413,-121.874115,"Main Street Brewery","Pleasanton"
"11190405","GROOVE DOCTORS @ MAIN STREET BREWERY PLEASANTON",1.252809e+12,37.664413,-121.874115,"Main Street Brewery","Pleasanton"
"13162657","GROOVE DOCTORS 10 Year anniversary show@ MAIN STREET BREWERY PLEASANTON",1272767400000,37.664413,-121.874115,"Main Street Brewery","Pleasanton"
"55242092","ST. PATRICK'S DAY CELEBRATION W/ MIDLIFE VICES - CLASSIC ROCK",1332039600000,37.664413,-121.874115,"Main Street Brewery","Pleasanton"
"36269442","The GROOVE DOCTORS @ MAIN STREET BREWERY PLEASANTON",1318645800000,37.664413,-121.874115,"Main Street Brewery","Pleasanton"
"11019783","Tyrone Power *is* 'Zorro' (1940) & Captain of 'The Black Swan'!! (1942)",1250987400000,37.445026,-122.16173,"NOLA's","Palo Alto"
"9996734","Programming == Empowerment",1.23948e+12,37.33234,-121.88484,"Hydration","San Jose"
"9996713","Code == Art",1238875200000,37.33234,-121.88484,"Hydration","San Jose"
"10309843","East Bay Climbing at Ironworks",1241575200000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"16055246","East Bay Climbing at Ironworks",1295924400000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"12481430","East Bay Climbing at Ironworks",1.265166e+12,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"12727182","East Bay Climbing at Ironworks",1267585200000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"pcxjnynhbxb","East Bay Climbing at Ironworks",1274234400000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"12871654","East Bay Climbing at Ironworks",1270000800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15375181","Friday night @Berkeley Iron Works and post climb food and drink",1290220200000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"10808612","East Bay Climbing at Iron Works",1248832800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"pcxjnyngbkc","East Bay Climbing at Ironworks",1.27242e+12,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15168516","East Bay Climbing at Ironworks",1287705600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"10015063","East Bay Climbing at Ironworks",1.239156e+12,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15901949","East Bay Climbing at Ironworks",1294196400000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15256638","East Bay Climbing at Ironworks",1289962800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15105783","East Bay Climbing at Ironworks",1288144800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"10646241","East Bay Climbing at Ironworks",1246413600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"14842376","East Bay Climbing at Ironworks",1285120800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"13709575","East Bay Climbing at Ironworks",1276048800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"10459879","East Bay Climbing @ Ironworks",1243994400000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"14714077","East Bay Climbing at Ironworks",1.284516e+12,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"12254792","East Bay Climbing at Ironworks",1263351600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15256645","East Bay Climbing at Ironworks",1291172400000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"14283055","East Bay Climbing at Ironworks",1282701600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"11277700","East Bay Climbing at Ironworks",1252461600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"12010687","East Bay Climbing at Ironworks",1260327600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"15636399","East Bay Climbing at Ironworks",1292986800000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"14146585","East Bay Climbing at Ironworks",1279677600000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"13878869","East Bay Climbing at Ironworks",1277863200000,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"14283003","East Bay Climbing at Ironworks",1.281492e+12,37.851036,-122.293526,"Berkeley Ironworks Climbing Gym","Berkeley"
"7979570","WWDC Roundup",1.214271e+12,37.317318,-122.02925,"Cupertino Community Hall","Cupertino"
"12810705","East Bay Climbing at GWPC",1.26819e+12,37.809647,-122.27005,"GWPC ","Oakland"
"16055344","East Bay Climbing at GWPC",1296615600000,37.809647,-122.27005,"GWPC ","Oakland"
"15636361","East Bay Climbing at GWPC",1291777200000,37.809647,-122.27005,"GWPC ","Oakland"
"7854228","East Bay-GWPC",1210125600000,37.809647,-122.27005,"GWPC ","Oakland"
"14195209","East Bay Climbing at GWPC",1280282400000,37.809647,-122.27005,"GWPC ","Oakland"
"10600924","East Bay Climbing at GWPC",1244599200000,37.809647,-122.27005,"GWPC ","Oakland"
"8027662","East Bay Climbing @ GWPC",1212544800000,37.809647,-122.27005,"GWPC ","Oakland"
"11338525","East Bay Climbing at GWPC",1253671200000,37.809647,-122.27005,"GWPC ","Oakland"
"10207682","East Bay Climbing @ GWPC",1240365600000,37.809647,-122.27005,"GWPC ","Oakland"
"12254822","East Bay Climbing at GWPC",1263956400000,37.809647,-122.27005,"GWPC ","Oakland"
"11004251","East Bay Climbing @ GWPC",1250647200000,37.809647,-122.27005,"GWPC ","Oakland"
"12526064","East Bay Climbing at GWPC",1265770800000,37.809647,-122.27005,"GWPC ","Oakland"
"10459853","East Bay Climbing @ GWPC",1243562400000,37.809647,-122.27005,"GWPC ","Oakland"
"8247434","East Bay Climbing @ GWPC",1215568800000,37.809647,-122.27005,"GWPC ","Oakland"
"8027731","East Bay Climbing @ GWPC",1213754400000,37.809647,-122.27005,"GWPC ","Oakland"
"10150041","East Bay Climbing at GWPC",1239760800000,37.809647,-122.27005,"GWPC ","Oakland"
"13340438","East Bay Climbing at GWPC",1273024800000,37.809647,-122.27005,"GWPC ","Oakland"
"12526102","East Bay Climbing at GWPC",1266375600000,37.809647,-122.27005,"GWPC ","Oakland"
"12214446","East Bay Climbing at GWPC",1262746800000,37.809647,-122.27005,"GWPC ","Oakland"
"7615214","GWPC",1207101600000,37.809647,-122.27005,"GWPC ","Oakland"
"9942458","East Bay Climbing @ GWPC",1237341600000,37.809647,-122.27005,"GWPC ","Oakland"
"15105772","East Bay Climbing at GWPC",1.28754e+12,37.809647,-122.27005,"GWPC ","Oakland"
"10207699","East Bay Climbing @ GWPC",1240970400000,37.809647,-122.27005,"GWPC ","Oakland"
"100671372","Let's (climb and then) drink beers!",1.35891e+12,37.809647,-122.27005,"GWPC ","Oakland"
"12621503","East Bay Climbing at GWPC",1266980400000,37.809647,-122.27005,"GWPC ","Oakland"
"8027699","East Bay Climbing @ GWPC",1213149600000,37.809647,-122.27005,"GWPC ","Oakland"
"9569308","East Bay Climbing at GWPC",1234321200000,37.809647,-122.27005,"GWPC ","Oakland"
"86654642","Let's (climb and then) drink beers!",1350439200000,37.809647,-122.27005,"GWPC ","Oakland"
"15990202","East Bay Climbing at GWPC",1294801200000,37.809647,-122.27005,"GWPC ","Oakland"
"pcxjnyngbjb","East Bay Climbing at GWPC",1270605600000,37.809647,-122.27005,"GWPC ","Oakland"
"7566329","Great Western-East Bay",1206496800000,37.809647,-122.27005,"GWPC ","Oakland"
"15256635","East Bay Climbing at GWPC",1.289358e+12,37.809647,-122.27005,"GWPC ","Oakland"
"10808482","East Bay Climbing at GWPC",1247018400000,37.809647,-122.27005,"GWPC ","Oakland"
"16055194","East Bay Climbing at GWPC",1.295406e+12,37.809647,-122.27005,"GWPC ","Oakland"
"11979190","East Bay Climbing at GWPC",1259726400000,37.809647,-122.27005,"GWPC ","Oakland"
"12254971","East Bay Climbing at GWPC",1264561200000,37.809647,-122.27005,"GWPC ","Oakland"
