"event_id","event_name","event_venue_lat","event_venue_lon","venue_name","venue_city"
"lfnrqypgbjc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqypfbdc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqyqlblc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqyplbfc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqyqkbgc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqypmbkc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqyqdblc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"lfnrqyrdbjc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
"9679599","McKinney Meetup",33.15727,-96.649247,"Toyota of Mckinney","McKinney"
"9746917","****THE SPOKENWINE OF SPLENDOR POETRY SHOWCASE****",33.210905,-96.722275,"Tiffini's Wine","McKinney"
"80727372","Sunday Road Ride 20-40 miles McKinney, Frisco, Allen area",33.134503,-96.708788,"BallFields at Craig Ranch","McKinney "
"12415205","Challenge Air Fly Day to inspire children with disabilities or serious illnesses",33.177238,-96.596908,"McKinney Air Park ","McKinney"
"12415225","Challenge Air Fly Day to inspire children with disabilities or serious illnesses",33.177238,-96.596908,"McKinney Air Park ","McKinney"
"12245436","Neujahrsfest",33.193023,-96.692614,"Elisabeth","McKinney"
"29448591","Authentic German Brewing Tour/ Lunch",33.21423,-96.613411,"Franconia Brewing Company, LLC","McKinney"
"15956380","DVD & Book Exchange / Submarine Sandwich Lunch",33.159014,-96.710768,"Deanne & Perry's","McKinney"
"12996425","King Tut Stonebridge PlayTri 2010 - We pay YOU to paddle!",33.197462,-96.699343,"Stonebridge Ranch Beach & Tennis Club","Mckinney"
"12720226","Trinity Hall Happy Hour",33.125834,-96.664063,"Trinity Hall","Allen"
"12115003","January Birthday Celebration",33.125834,-96.664063,"Trinity Hall","Allen"
"14447369","9th Annual ""Krewe of Barkus"" Texas-style Mardis Gardi Parade",33.197456,-96.617759,"Dr. Glen Mitchell Park","McKinney"
"14049901","Here Comes The Judge!",33.201778,-96.639088,"Golden Corral Buffet & Grill","McKinney"
"12672627","Women's Business Building Luncheon-McKINNEY/ALLEN Chapter-NEW LOCATION",33.129779,-96.655086,"BJ's Restaurant","Allen"
"twrznynmbkb","Articles of Freedom study/action group",33.219644,-96.636476,"Spring Creek BBQ","McKinney"
"twrznynmbsb","Articles of Freedom study/action group",33.219644,-96.636476,"Spring Creek BBQ","McKinney"
"twrznynlbwb","Articles of Freedom study/action group",33.219644,-96.636476,"Spring Creek BBQ","McKinney"
"53029352","Showdown Half Marathon",33.132121,-96.653699,"The Village at Fairview","Fairview"
"88430812","ALLEN AMERICANS HOCKEY GAME TO RAISE $$$ FOR CASA!",33.129772,-96.654677,"Allen Event Center","Allen"
"14346478","Pug-Mark Park tiger shoot",33.195158,-96.63861,"Pug-Mark Park","McKinney"
"15832640","Happy Hour:  Cinco de Mayo",33.132493,-96.651632,"Gloria's Restaurant","Fairview"
"100158252","Women's Luncheon",33.195088,-96.712508,"Stonebridge Country Club","McKinney   "
"dmkhpcyrdbcc","Dinner Gathering",33.170039,-96.64279,"Fuzzy's Taco Shop","McKinney"
"15887492","Pecan Grove Cemetery/Ross Cemetery",33.140564,-96.653229,"Pecan Grove Cemetery","McKinney"
"15941328","Challenge Air Fly Day to inspire children with disabilities or serious illnesses",33.176353,-96.594973,"Cutter Aviation","McKinney"
"48916662","Kids Flying Planes with disabilities or serious illnesses with Challenge Air!!!!",33.176353,-96.594973,"Cutter Aviation","McKinney"
"15918513","Challenge Air Kids",33.176353,-96.594973,"Cutter Aviation","McKinney"
"15941333","Challenge Air Fly Day to inspire children with disabilities or serious illnesses",33.176353,-96.594973,"Cutter Aviation","McKinney"
"53610362","Challenge Air Fly Day to inspire children with disabilities or serious illnesses",33.176353,-96.594973,"Cutter Aviation","McKinney"
"49310892","Challenge Air (*RESCHEDULED*)",33.176353,-96.594973,"Cutter Aviation","McKinney"
"67956772","Alex Clark in McKinney",33.190353,-96.642776,"Alex Clark Memorial Disc Golf Course","McKinney"
"66831652","UFO spotting in McKinney - Alex Clark DGC",33.190353,-96.642776,"Alex Clark Memorial Disc Golf Course","McKinney"
"21350591","Lunch 'n Learn in McKinney",33.198171,-96.614556,"Gather in Downtown McKinney","McKinney"
"21351031","Lunch 'n Learn in McKinney",33.198171,-96.614556,"Gather in Downtown McKinney","McKinney"
"30549031","Mckinney Poker Run",33.216797,-96.617279,"Post 96","Mckinney"
"41886092","Revealed Heart Event with Jeannie Zandi",33.197857,-96.695854,"Yoga Balance Studio","McKinney"
"42014132","Revealed Heart Event with Jeannie Zandi",33.197857,-96.695854,"Yoga Balance Studio","McKinney"
"42013882","Revealed Heart Event with Jeannie Zandi",33.197857,-96.695854,"Yoga Balance Studio","McKinney"
"85775662","(SOLD OUT!!) Winter Season Night Hike - Wildlife Sanctuary @ Heard Museum",33.157475,-96.61528,"Heard Museum","McKinney"
"97797612","Owl Prowl Night Hike - Wildlife Sanctuary @ Heard Museum - Dinner Afterwards",33.157475,-96.61528,"Heard Museum","McKinney"
"97876032","Owl Prowl Night Hike @ Heard Museum (ANNUAL SELL OUT - GREAT EVENT!)",33.157475,-96.61528,"Heard Museum","McKinney"
"49150452","McKinney Trolley Tour/ Full day",33.194157,-96.613312,"Dulaney House","McKinney"
"52725902","Citizen Gardener Class - Hands-On Vegetable Gardening",33.180492,-96.617897,"Creative by Nature, Inc.","McKinney"
"49816532","We've Been Invited! Free Food! Free Networking! Awesome Door Prizes!",33.131664,-96.653709,"Parmida Home Concepts","Fairview"
"49816712","We've Been Invited!  Free Food!  Free Networking!  Awesome Door Prizes!",33.131664,-96.653709,"Parmida Home Concepts","Fairview"
"49158182","Downtown McKinney Part 2",33.197533,-96.6154,"McKinney Performing Arts Center","McKinney"
"qtvzhfyrdbtb","DRN-B2B",33.184723,-96.640175,"Rudy's BBQ","Allen"
"qfvfjfyrfbcb","DRN-B2B",33.184723,-96.640175,"Rudy's BBQ","Allen"
"61647832","ITOE Study - 3rd Meeting! McKinney @ Private Home! Wed, Jun 6, 2012, 6:00 PM",33.172394,-96.644264,"Don't use address or map! Contact host for details!","McKinney"
"56828622","ITOE Study - 2nd Meeting! McKinney @ Private Home! Wed, Apr 11, 2012, 6:00 PM",33.172394,-96.644264,"Don't use address or map! Contact host for details!","McKinney"
"86909642","Pre-dinner ride",33.179146,-96.619514,"Quick trip","McKinney"
"81609022","Pre-dinner ride",33.179146,-96.619514,"Quick trip","McKinney"
"60611472","Pre-dinner ride Thursday",33.179146,-96.619514,"Quick trip","McKinney"
"77469812","Pre-dinner Ride",33.179146,-96.619514,"Quick trip","McKinney"
"87075792","Early morning twisty ride on Sunday",33.179146,-96.619514,"Quick trip","McKinney"
"qdgbzcyqnbqb","Come express and heal yourself through drumming!",33.193645,-96.613762,"A Sheltering Tree","McKinney"
"qdgbzcyrdblb","Come express and heal yourself through drumming!",33.193645,-96.613762,"A Sheltering Tree","McKinney"
"qdgbzcyrfblb","Come express and heal yourself through drumming!",33.193645,-96.613762,"A Sheltering Tree","McKinney"
"qdgbzcyrcbpb","Come express and heal yourself through drumming!",33.193645,-96.613762,"A Sheltering Tree","McKinney"
"qdgbzcyqpbmb","Come express and heal yourself through drumming!",33.193645,-96.613762,"A Sheltering Tree","McKinney"
"qdgbzcyqqbsb","Come express and heal yourself through drumming!",33.193645,-96.613762,"A Sheltering Tree","McKinney"
"66101882","17th Annual Killis Melton Ice Cream Crank-Off",33.193897,-96.612976,"Dulaney House at Chestnut Square Historic Village","McKinney"
"66102842","17th Annual Killis Melton Ice Cream Crank-Off",33.193897,-96.612976,"Dulaney House at Chestnut Square Historic Village","McKinney"
"dhmwqcyqmbcc","Reiki Drumming Vibrational Healing Social Fellowship",33.193645,-96.613762,"The Sheltering Tree","McKinney"
"88100562","Holiday Canned Food Drive Poker Run",33.172726,-96.640121,"Burger Girl","Mckinney"
"qqrdtdyrdbcb","ITALOVERS MEETUP OF NORTH DALLAS",33.13166,-96.653946,"PATRIZIO RESTAURANT","Fairview, 75069"
"qqrdtdyqqbkb","ITALOVERS MEETUP OF NORTH DALLAS",33.13166,-96.653946,"PATRIZIO RESTAURANT","Fairview, 75069"
"100511192","Missing 3 at the Grotto",33.197197,-96.615288,"Grotto","McKinney"
"100731192","Women's Luncheon",33.195087,-96.712509,"Stonebridge Country Club","McKinney"
"100731442","Women's Luncheon",33.195087,-96.712509,"Stonebridge Country Club","McKinney"
